text_clean,english,sentiment
nyawa banding nyawa,The life of the appeal,0
go hell israel,Go Hell Israel,0
israel ancam anak aneh segan buuh,Israel Threatens Strange Children Are Suddenly Buuh,-1
sandera hamas bilang bius bahagia kenyataanya bius aman bahagia hamas,Hostage Hamas says happy anesthesia in fact is Anesthetized Hamas Happy Happy,1
drama bunuh bunuh,killing drama,0
izrail real terorism,Izrail Real Terrorism,1
tap gif gifnya,Tap the gif gif,0
yeeeee selamat alibi kampung,yeeeee happy alibi village,1
prayoga pikir,Prayoga thought,0
syukurin sengaja,Gratitude intentionally,0
direct message stiker,Direct Message Sticker,1
sesal tewas jiwa rakyat palestina israel sulit tank mercava alat perang hancur jiwa tentara israel tewas amerika beda israel hambat bantu dunia kecam arus kapal hambat laut merah serang houthi kapal sulit sandar labuh khawatir perang biaya operasional perang sedot desak israel,regretted the died of the soul of the Palestinian people of Israel difficult Tank Mercava War Equipment Destroyed Israeli Souls Killed America Different Israeli Inhibiting World Assistance of Red Sea Houthi Red Ship Streams Houthi Ship Difficult Labuh Labuh Concerned War Operational Costs Suction Suction Israel,-1
senjata makan tuan negara bom buta hati,weapons of eating the country's blind bombing,-1
sayton netanyahu,Sayton Netanyahu,0
mak uji teliti nyalahkan israel banting telepon genggam meja kursi televisi,Mak Test Carely to Nyat Israel Bringing Television Table Chairs,0
nalar nalar iis,Reasoning IIS,0
tentara israel modal etika mental tentara ngasallll,Israeli Soldiers Mental Ethics Capital Ngasallll Army,-1
bocor keliling paok manusia akal nilai hak batil,Leak around human PAOK Reason Value Value of vanity,0
takut warga bicara fakta hamas,afraid of citizens talking about the facts of Hamas,-1
pret,pret,0
konyol ngejajah tembak warga,Silly Tangjah Shoot residents,-1
october,October,0
terorist not hamas media has we re young generation already know about,Terrorist Not Hamas Media Has We Re Young Generation Already Know About,1
zionis kontol ,Zionist dick,0
yaahtuyul caplang percaya,Yaahtuyul Caplang believes,0
hancur bertahantahan malu,crushed shame,-1
idiot diapers force,Idiot Diapers Force,-1
sesal bunuh anak palestina,regret killing Palestinian children,0
buka,open,0
tumben suka cari kambing hitam salah,Tumben likes to find the wrong scapegoat,-1
senjata makan tuan,backfire,0
aki kasmaran tembak warga sanggup dengar hamas mulut warga negara,Aki Kasmaran Shoot residents able to hear Hamas oral citizens,1
tembak pm,Shoot PM,0
welehhhhh alas klasik kambing hitam hamas tuntut warga yahudi,welehhhhh the classic base of the Hamas Black Goat Demands Jewish citizens,-1
warga bunuh,Residents kill,0
israel barbarian kera jelek,Israel Barbarian Bad Kera,-1
percaya,believe,0
asa rariweuh,Asa Rariweuh,0
susul,follow,0
bagus tembakin lenyap pasu pempes,Good Tembakan Disappeared Pasu Pempepes,1
udahan main tentara tentara magrib pulang culik wewe goombel,"Udahan played the evening army of the sunset coming home, the kidnapped Wewe Goombel",0
sengaja tembak perdana menteri setanyahu sengaja,Deliberately Shoot Prime Minister Setanyahu intentionally,0
tukang fitnah,slander,0
sambar,Sambar,0
karma om nama,karma om name,0
save mu,Save you,0
kekeh bilang teroristdk malu,kekeh says terroristdk is embarrassed,0
buzzer nongol,Buzzer appears,0
mampus makan this list,Mampus Eating This List,0
demo negeri isriwil henti perang,The Demo of the State of Isriwil stops war,0
bilang hamas make sandera human shield idf bunuh koar bicara sengaja,said Hamas Makes Hostage Human Shield IDF Kill Koar Speak intentionally,0
in lowest hell,In Lowest Hell,0
konyol netanyahu gallant silaturrahmi kisitu,Silly Netanyahu Gallant Silaturrahmi Kisitu,-1
gapeduli simpel,Gapuli is simple,0
sure secured in hell already saved,Sure Secured in Hell Already Saved,1
bodoh,stupid,-1
imustafa,Imustafa,0
tertawa tubi tubi azab allah allahu akbar,Laughing Tubi Tubi Azab Allahu Akbar,0
heleeee,Heleeee,0
request tembak netayahu,Request Takenyahu Shoot,0
sengaja tentara speak hamas baca otak israel,Deliberately Hamas Speak Army Read Israeli Brain,0
hihhh beloon,Hihhh Beloon,0
sambas,Sambas,0
go hell,Go Hell,0
tuhan,Lord,0
nomor hate israel,Israeli hate number,-1
percaya,believe,0
nyawa banding nyawa,The life of the appeal,0
go hell israel,Go Hell Israel,0
israel ancam anak aneh segan buuh,Israel Threatens Strange Children Are Suddenly Buuh,-1
sandera hamas bilang bius bahagia kenyataanya bius aman bahagia hamas,Hostage Hamas says happy anesthesia in fact is Anesthetized Hamas Happy Happy,1
drama bunuh bunuh,killing drama,0
izrail real terorism,Izrail Real Terrorism,1
tap gif gifnya,Tap the gif gif,0
yeeeee selamat alibi kampung,yeeeee happy alibi village,1
prayoga pikir,Prayoga thought,0
syukurin sengaja,Gratitude intentionally,0
direct message stiker,Direct Message Sticker,1
sesal tewas jiwa rakyat palestina israel sulit tank mercava alat perang hancur jiwa tentara israel tewas amerika beda israel hambat bantu dunia kecam arus kapal hambat laut merah serang houthi kapal sulit sandar labuh khawatir perang biaya operasional perang sedot desak israel,regretted the died of the soul of the Palestinian people of Israel difficult Tank Mercava War Equipment Destroyed Israeli Souls Killed America Different Israeli Inhibiting World Assistance of Red Sea Houthi Red Ship Streams Houthi Ship Difficult Labuh Labuh Concerned War Operational Costs Suction Suction Israel,-1
senjata makan tuan negara bom buta hati,weapons of eating the country's blind bombing,-1
sayton netanyahu,Sayton Netanyahu,0
mak uji teliti nyalahkan israel banting telepon genggam meja kursi televisi,Mak Test Carely to Nyat Israel Bringing Television Table Chairs,0
nalar nalar iis,Reasoning IIS,0
tentara israel modal etika mental tentara ngasallll,Israeli Soldiers Mental Ethics Capital Ngasallll Army,-1
bocor keliling paok manusia akal nilai hak batil,Leak around human PAOK Reason Value Value of vanity,0
takut warga bicara fakta hamas,afraid of citizens talking about the facts of Hamas,-1
pret,pret,0
konyol ngejajah tembak warga,Silly Tangjah Shoot residents,-1
october,October,0
terorist not hamas media has we re young generation already know about,Terrorist Not Hamas Media Has We Re Young Generation Already Know About,1
zionis kontol,Zionist dick,0
yaahtuyul caplang percaya,Yaahtuyul Caplang believes,0
hancur bertahantahan malu,crushed shame,-1
idiot diapers force,Idiot Diapers Force,-1
sesal bunuh anak palestina,regret killing Palestinian children,0
buka,open,0
tumben suka cari kambing hitam salah,Tumben likes to find the wrong scapegoat,-1
senjata makan tuan,backfire,0
aki kasmaran tembak warga sanggup dengar hamas mulut warga negara,Aki Kasmaran Shoot residents able to hear Hamas oral citizens,1
tembak pm,Shoot PM,0
welehhhhh alas klasik kambing hitam hamas tuntut warga yahudi,welehhhhh the classic base of the Hamas Black Goat Demands Jewish citizens,-1
warga bunuh,Residents kill,0
israel barbarian kera elek,Israel Barbarian Kera Elek,-1
percaya,believe,0
asa rariweuh,Asa Rariweuh,0
susul,follow,0
bagus tembakin lenyap pasu pempes,Good Tembakan Disappeared Pasu Pempepes,1
udahan main tentara tentara magrib pulang culik wewe goombel,"Udahan played the evening army of the sunset coming home, the kidnapped Wewe Goombel",0
sengaja tembak perdana menteri setanyahu sengaja,Deliberately Shoot Prime Minister Setanyahu intentionally,0
tukang fitnah,slander,0
sambar,Sambar,0
karma om nama,karma om name,0
save mu,Save you,0
kekeh bilang teroristdk malu,kekeh says terroristdk is embarrassed,0
buzzer nongol,Buzzer appears,0
mampus makan this list,Mampus Eating This List,0
demo negeri Israel henti perang,The Demo of the State of Israel Stop Stop War,0
bilang hamas make sandera human shield idf bunuh koar bicara sengaja,said Hamas Makes Hostage Human Shield IDF Kill Koar Speak intentionally,0
in lowest hell,In Lowest Hell,0
konyol netanyahu gallant silaturrahmi kisitu,Silly Netanyahu Gallant Silaturrahmi Kisitu,-1
gapeduli simpel,Gapuli is simple,0
sure secured in hell already saved,Sure Secured in Hell Already Saved,1
bodoh,stupid,-1
imustafa,Imustafa,0
tertawa tubi tubi azab allah allahu akbar,Laughing Tubi Tubi Azab Allahu Akbar,0
heleeee,Heleeee,0
request tembak netayahu,Request Takenyahu Shoot,0
sengaja tentara speak hamas baca otak israel,Deliberately Hamas Speak Army Read Israeli Brain,0
hihhh beloon,Hihhh Beloon,0
babetrus juang palestina,Babetrus Juang Palestinian,0
buta sejarah israel,Israeli history blind,-1
keh,Ker,0
arab yaman bahlul bin khayal,Arab Yemen Bahlul binhashaha,0
arang,charcoal,0
pulau haikal lawak,Haikal Lawak Island,0
keong racun sejarah simpel mandat liga bangsa bangsa diam mandat,SEON HISTORY HISTORY HISTORY MANDAT MANDAT Liga Nation Silent Mandate,0
harisd foto profil teroris lapor polisi,Harisd Photos of Terrorist Profiles Report Police,0
kalah perah inggris inggris kasih yahudi salah pikir yaman kalah main main korban,Losing British Dairy British Jewish Love Wrong Think Yemen Losses to Play the Victim,-1
hhahah turun yaman kuasa negara ubah sejarah tokoh,Hhahah down Yemeni Power of Attorney to Change the History of Figures,-1
kawan kakak sok sejarah palestina tegar,Friends of the Palestinian History of Tegar,0
ngapain urus libat pergi pdli,why do you take care of leaving Pdli,0
nama ahli surga ganti budaya yaman,the name of the expert heaven to replace the Yemeni culture,0
tanah kosong fakta tanah palestina kebun ambil rumah tinggal palestina ambil usir warga palestina sebar dunia palestina,Empty Land Fact of Palestine Land Garden Take a Palestinian residence to get rid of Palestinians from the Palestinian world,-1
harisd hamas bro ajak perang berani kalah,Harisd Hamas Bro Invites War Dares to Lose,0
buka hati bro orang yaman menjajah gak zionis kejam membantai membunuh genosida warga israel ,busyet dosa dihadapa tuhan,0
profokator,Profocator,0
harisd suka maki maki anggota terorislapor polisi teroris aman,Harisd Suka Maki Maki Terrorist Members of a Safe Terrorist Police,1
antek asli,Original accomplices,1
peta alkitab negara wilayah nama palestina peta muncul masehi wilayah israel jaman musa woi,Bible Map of the State of the State Palestine Name Pap Map emerged BC region of Israel era Musa Woi,0
yahudi usir german rengek palestina ih rampas tanah palestina,Jews Kissed German Palestinian Rengek IH Rampas Land Palestine,0
antek zionis,Zionist accomplices,0
non muslim bela israel yahudi olah genosida israel warga palestina,Non -Muslim Defending Israel Jewish Genoside Israel Palestinians,0
negara negara palestina negara gera plo negara israel perang arab negara wilayah negara beda,State of Palestine State of Gera PLO State of Israel Arab War Different State of the State,0
baca deklarasi balfour israel yerusalem bangsa yahudi diaspora genosida nazi,Read the Israeli Balfour Declaration Jerusalem Jewish Nation of the Nazi Genosida Diaspora,0
injil nama negara palestina bangsa filistin injil bangsa kalah israel musnah bangsa filistin alkitab bangsa palestina beda bangsa palestina campur bangsa migrasi kreta yunani kawin campur bangsa arab,The Gospel of the Name of the Palestinian State of the Philistin Nation of the Nations Lose Israel is destroyed,0
main pbb hoooii,Play PBB Hoooii,0
istilah ungsi israel kacamata negara palestina palestina wilayah palestina negara palestina,the term Israeli function of Palestinian State Palestinian State Palestinians Palestinians,0
sekolah tidak ngomong,School doesn't talk,0
sengaja prolog piinter deep knowledge heran narasumber cari salah israel,Deliberately Prologin Piinter Deep Knowledge wondered the speakers were looking for one of Israel,0
tanggal oktober keluarga bercengkrama oeang kuat senjata tajam serang keluarga beeceng ramadan jatuh korban terjadi rumah mu diam sirumahmu jatuh korban pikir logika,October Date Family chatting Oeang Strong sharp weapons attacking the Beeceng Ramadan family falls victims.,1
bentar rohingya ambil beureun salah kota aceh usir simpati usir,"Wait Rohingya to take Beureun, one of the City of Aceh, kicked out sympathy killing out",0
bahas agama bahas agama anak zaman nabi beda agama orangtua perang zio hamas segi manusia daulat jajah berontak palestina tutup media bro sah harus daulat zio nyaplok kamp ilegal dusta rampok tanah bro jajah porak porandain mukim bilang agama tanah kacau ujung kitab agama muslim cap teroris stop in kapal bilang yaman teroris hms bunuhin bom hms gy pesta video zio bongkar zio bom definisi teroris fitnah bunuh zio genosida rakyat palestina,Discussing religion Discussing the religion of the child of the Prophet's Different Religion of Parents of the Parents of the War Zio Hamas aspects of Human Daulat Refining Palestinians CLOSE BRO SAH MEDIA MUST SAULAT ZIO NYOH CAMPLOP ILHER CAMPLY DUSTA RAMPOK LAND BRO BRAH PORRAK PORANAH MUKIM SPECIAL RELIGION OF LAND RELIGION said Yemen Terrorist HMS Killing Hms Gy Bombing Party Zio Video Dosen Zio Bombing Terrorist Definition of Fitnah Kill Zio Genosida Palestinian People,1
kihat kitab sebekumnya alquran jarkanya kuar kotab suci referensi prasasti kuno israel mundur mempelaajari sejarah mundur analogi air bersih sumber air air kotor,KEIA BOOK ALDE Koran Jarannya Kuar Kotab Scripture References Ancient Israeli Inscription Reverse the History of Reverse Analogy of Clean Water Sources of Dirty Water Water Sources,-1
bawa asa agama tanahwilayah milik israel israel negara daulat palestina perang israel palestina israel hamas anak hamas kristen saksi hamas walauoun cinta ayah hamas,"Bringing the Religion of the Land of Israel Israel, the State of the Palestinian State of the Israeli Israeli Israel Hamas, Hamas, Christian Hamas Son Witness Hamas Witness even though the love of Hamas's father's love",1
sejarah catat suku kepala suku milik tanah jual tanah wahyudi perang israel lawan mesir jordan suriah wilayah israel luas kalah jordan mesir suriah tutup batas takut libat imbas hilang tanah,"HISTORY Note the tribes of the head of the land owned by the land of the land of the land of Wahyudi Israel's war against Egyptian Jordan Syria, the area of ​​Israel, lost the Syrian Egyptian Jordan.",0
